web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733318063-70","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 May 2015","Brisbane, Australia","Good to stroll!","Have been to this place many times, can't even count and loved it every single time I was there! It's Nostalgic. The place is huge and has beautiful church and some lovely restaurants around. It has soom good old charm to it!"
"1733318063-71","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 May 2015","NOIDA","Heart of Shimla","Heart of Shimla. Very nice view, lots of history, is dotted with heritage buildings and church. Also boosts of good cafe, bars and restaurants. Good place to spend your evening."
"1733318063-72","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 May 2015","Pune, India","Not the same it used to be!","Shimla like all  popular hill stations is bursting at its seams.Getting to the mall and the ridge can be an ordeal during season time.So be prepared to deal with endless vehicles and then long queues at the lift.The mall has its own charm with quaint shops that have been there for so long.TATUNG shoes has great hand made shoes that beg to be different.Sitting and enjoying the view,the lovely church etc was always a great pastime.Now, there are so many people and so many horse owners,photographers,vendors etc that you forget what you actually came here for.
My piece of advice is to go there off season if you real;y want to enjoy this hill station .Of course if you want people,activity,humdrum and don't mind missing out on the peace and quiet then take the risk of going in peak season!!"
"1733318063-73","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 May 2015","Varanasi, India","Strolling place.","This is my favorite place in Shimla. You can sit for hours, doing nothing, watching the world go by, as a variety of tourists from all over the world, of all ages, have no other option, but to be on the ridge, if they have nothing else to do."
"1733318063-74","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 May 2015","New Delhi, India","wow wow wow","Ridge is situated in the center of the intriguing Shimla and offers an expansive open space. The lovely area is brimming with lavish vegetation and all encompassing picturesque excellence. The Ridge joins the Scandal Point and prompts Lakkar Bazaar on the east side. It has turned into a mainstream destination for summer celebration and neighborhood celebrations.The ridge is an impeccable place in Shimla to have a flawless take a gander at mountains.The mountain look only wonderful from this open street.The vehicals are not permitted here."
"1733318063-75","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 April 2015","Bengaluru, India","Place to relax in Shimla","This is the place to relax in Shimla. Sit on a bench, watch the valley, church, colorful tourists, horse ride, shops etc..."
"1733318063-76","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 April 2015","Noida, India","Amazing walk and very relaxing atmosphere","This is a beautiful place to just sit, walk and feel. No vehicles, no horns, just beautiful surroundings. Just bask in the sun and enjoy the warmth. In the evening as the sun goes down you see beautiful shades. You have lots of options to eat from when you get hungry. Loved this place !! I wish every town had at least one such place.

(We visited in Nov 2013 but the drop-down doesn't allow me to choose that time)"
"1733318063-77","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 April 2015","11 contributions","Mall visit","If you are visiting Shimla so you are going to visit the mall definitely. This is on the mall itself and is a good place to hang out with friends."
"1733318063-78","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 April 2015","Mumbai, India","Nice Place","Good to spend some time away from the traffic and clutter of the city life.. feels good when you have a very wide road with picturesque surroundings free to walk around with no vehicles around!!"
"1733318063-79","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or870-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 April 2015","Mumbai, India","Excellent place to walk around","The Ridge is almost the heart of Shimla and makes for a great evening walk. It also has great places for shopping around"
"1733318074-80","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 May 2015","New Delhi, India","BEST PLACE TO VISIT DURING EVENINGS","The Ridge is Shimla's one of the most famous spots. You can capture some breathtaking shots of the snow laden himalayan range on clear sunny days from this place. Best time to visit is after 4-5:00PM. Do try the ice cream candies available on this spot."
"1733318074-81","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 May 2015","shimla","strolling point","its a ground and top of shimla , there is water storage tank below it from where water is supplied to 2.30 lac shimalites.All official functions held there. Summer festivals also . Come in june1-6 to enjoy fest.
U can stroll , buy wooden things from Lakkar Bazaar, 100 meters from there"
"1733318074-82","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 May 2015","Gurugram (Gurgaon), India","Nice Weather... Nice View","If you are visiting Shimla,, You cannot afford to miss it, 
Try Pani Puri and ICE Creams here. Wow place to be."
"1733318074-83","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 May 2015","Gurugram (Gurgaon), India","One of the main attractions in Shimla","If you want to have the best views of Shimla, Ridge is the place you should be at.It is like a huge platform but it might appear small with the ever-growing enthusiastic crowd. Ridge offers you best sunrise, sunset, valley and all kinds of views. There are lots of eateries. Also is the Gandhi statue, State library and Christ Church."
"1733318074-84","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 May 2015","Rajkot, India","A Lovely Stroll","There is nothing romantic than strolling on the ridge with your loved ones.  You will find many honeymoon couples doing the same.  

The Ridge is a large area just above the Mall Road and at starting of Lakkar Bazaar. Here you will find few restaurants.  There are so many photographers with traditional Himachali dresses.  People get clicked here for memories.  You can just sit and relaxed just watching people. 

A must visit place in Shimla. I used to visit twice a day when I was in Shimla."
"1733318074-85","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 May 2015","Marathi manoos","Must visit if you visit Shimla","Ridge is the wide plaza located at good elevation at Shimla. Nice location to spend your evening or early morning. It offers beautiful views of city on both sides. 
Buildings located along the ridge are well maintained and interesting. One must visit ridge when in Shimla."
"1733318074-86","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 May 2015","Portsmouth, UK","Shimla: From Cart Road to The Ridge.....a Bazar experience","The views from The Ridge are superb and getting up to The Mall and The Ridge from the Old Bus Station on Cart Road below, via the footbridge and then up through the Bazar, is something all visitors to Shimla should experience."
"1733318074-87","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 May 2015","Chandigarh, India","View of the mountains","If you love the beauty of mountains you would love to visit the ridge as it offers the spectacular view of mountains peaks."
"1733318074-88","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 May 2015","Pune, India","Beautiful view","Face towards any direction and its all beautiful nature you will get to see. Lord Hanuman overlooking Shimla is clearly visible from here. go to Lakkar bazaar and shop for small gift items as a token."
"1733318074-89","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or860-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 May 2015","New Delhi, India","Must Visit","In Shimla and not on ridge is just not possible. Nice and quite area to sit and chill. Just above the Mall and in front of church."
"1733318082-90","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or850-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 May 2015","Ambala Cantt, Haryana, India","The best place to be in Shimla","The cleanliness of the Ridge is the high point of the place. there are ample number of benches for people to sit and enjoy the scenic beauty of the hills nearby. U can hire a pram if you have a baby with you, Horse riding is another feature."
"1733318082-91","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or850-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 May 2015","Bengaluru, India","Ridge","It is good may be in evening. We walked under the glazy Sun of May and everyone was looking for shade. It has beautiful view and setup to spend evening after walk on Mall road."
